
=== sv missing ===
21,sv,fr,1,how-to-say,how-to-say-i-love-you-in-french,"How to Say I Love You in French",src/content/articles/sv/fr/how-to-say-i-love-you-in-french.mdx
22,sv,fr,2,phrases-list,french-pet-names-for-your-partner,"French Pet Names for Your Partner",src/content/articles/sv/fr/french-pet-names-for-your-partner.mdx
23,sv,fr,3,phrases-list,essential-french-phrases-for-couples,"Essential French Phrases for Couples",src/content/articles/sv/fr/essential-french-phrases-for-couples.mdx
24,sv,fr,4,practical-guide,meeting-your-partners-french-family,"Meeting Your Partner's French Family",src/content/articles/sv/fr/meeting-your-partners-french-family.mdx
25,sv,fr,5,phrases-list,french-greetings-and-farewells,"French Greetings and Farewells",src/content/articles/sv/fr/french-greetings-and-farewells.mdx
26,sv,fr,6,phrases-list,french-date-night-vocabulary,"French Date Night Vocabulary",src/content/articles/sv/fr/french-date-night-vocabulary.mdx
27,sv,fr,7,phrases-list,romantic-french-phrases-for-every-occasion,"Romantic French Phrases for Every Occasion",src/content/articles/sv/fr/romantic-french-phrases-for-every-occasion.mdx
28,sv,fr,8,grammar-guide,french-pronunciation-guide-for-beginners,"French Pronunciation Guide for Beginners",src/content/articles/sv/fr/french-pronunciation-guide-for-beginners.mdx
29,sv,fr,9,grammar-guide,french-grammar-basics-for-beginners,"French Grammar Basics for Beginners",src/content/articles/sv/fr/french-grammar-basics-for-beginners.mdx
30,sv,fr,10,comparison,is-french-hard-to-learn,"Is French Hard to Learn?",src/content/articles/sv/fr/is-french-hard-to-learn.mdx
31,sv,de,1,how-to-say,how-to-say-i-love-you-in-german,"How to Say I Love You in German",src/content/articles/sv/de/how-to-say-i-love-you-in-german.mdx
32,sv,de,2,phrases-list,german-pet-names-for-your-partner,"German Pet Names for Your Partner",src/content/articles/sv/de/german-pet-names-for-your-partner.mdx
33,sv,de,3,phrases-list,essential-german-phrases-for-couples,"Essential German Phrases for Couples",src/content/articles/sv/de/essential-german-phrases-for-couples.mdx
34,sv,de,4,practical-guide,meeting-your-partners-german-family,"Meeting Your Partner's German Family",src/content/articles/sv/de/meeting-your-partners-german-family.mdx
35,sv,de,5,phrases-list,german-greetings-and-farewells,"German Greetings and Farewells",src/content/articles/sv/de/german-greetings-and-farewells.mdx
36,sv,de,6,phrases-list,german-date-night-vocabulary,"German Date Night Vocabulary",src/content/articles/sv/de/german-date-night-vocabulary.mdx
37,sv,de,7,phrases-list,romantic-german-phrases-for-every-occasion,"Romantic German Phrases for Every Occasion",src/content/articles/sv/de/romantic-german-phrases-for-every-occasion.mdx
38,sv,de,8,grammar-guide,german-pronunciation-guide-for-beginners,"German Pronunciation Guide for Beginners",src/content/articles/sv/de/german-pronunciation-guide-for-beginners.mdx
39,sv,de,9,grammar-guide,german-grammar-basics-for-beginners,"German Grammar Basics for Beginners",src/content/articles/sv/de/german-grammar-basics-for-beginners.mdx
40,sv,de,10,comparison,is-german-hard-to-learn,"Is German Hard to Learn?",src/content/articles/sv/de/is-german-hard-to-learn.mdx
41,sv,it,1,how-to-say,how-to-say-i-love-you-in-italian,"How to Say I Love You in Italian",src/content/articles/sv/it/how-to-say-i-love-you-in-italian.mdx
42,sv,it,2,phrases-list,italian-pet-names-for-your-partner,"Italian Pet Names for Your Partner",src/content/articles/sv/it/italian-pet-names-for-your-partner.mdx
43,sv,it,3,phrases-list,essential-italian-phrases-for-couples,"Essential Italian Phrases for Couples",src/content/articles/sv/it/essential-italian-phrases-for-couples.mdx
44,sv,it,4,practical-guide,meeting-your-partners-italian-family,"Meeting Your Partner's Italian Family",src/content/articles/sv/it/meeting-your-partners-italian-family.mdx
45,sv,it,5,phrases-list,italian-greetings-and-farewells,"Italian Greetings and Farewells",src/content/articles/sv/it/italian-greetings-and-farewells.mdx
46,sv,it,6,phrases-list,italian-date-night-vocabulary,"Italian Date Night Vocabulary",src/content/articles/sv/it/italian-date-night-vocabulary.mdx
47,sv,it,7,phrases-list,romantic-italian-phrases-for-every-occasion,"Romantic Italian Phrases for Every Occasion",src/content/articles/sv/it/romantic-italian-phrases-for-every-occasion.mdx
48,sv,it,8,grammar-guide,italian-pronunciation-guide-for-beginners,"Italian Pronunciation Guide for Beginners",src/content/articles/sv/it/italian-pronunciation-guide-for-beginners.mdx
49,sv,it,9,grammar-guide,italian-grammar-basics-for-beginners,"Italian Grammar Basics for Beginners",src/content/articles/sv/it/italian-grammar-basics-for-beginners.mdx
50,sv,it,10,comparison,is-italian-hard-to-learn,"Is Italian Hard to Learn?",src/content/articles/sv/it/is-italian-hard-to-learn.mdx
51,sv,pt,1,how-to-say,how-to-say-i-love-you-in-portuguese,"How to Say I Love You in Portuguese",src/content/articles/sv/pt/how-to-say-i-love-you-in-portuguese.mdx
52,sv,pt,2,phrases-list,portuguese-pet-names-for-your-partner,"Portuguese Pet Names for Your Partner",src/content/articles/sv/pt/portuguese-pet-names-for-your-partner.mdx
53,sv,pt,3,phrases-list,essential-portuguese-phrases-for-couples,"Essential Portuguese Phrases for Couples",src/content/articles/sv/pt/essential-portuguese-phrases-for-couples.mdx
54,sv,pt,4,practical-guide,meeting-your-partners-portuguese-family,"Meeting Your Partner's Portuguese Family",src/content/articles/sv/pt/meeting-your-partners-portuguese-family.mdx
55,sv,pt,5,phrases-list,portuguese-greetings-and-farewells,"Portuguese Greetings and Farewells",src/content/articles/sv/pt/portuguese-greetings-and-farewells.mdx
56,sv,pt,6,phrases-list,portuguese-date-night-vocabulary,"Portuguese Date Night Vocabulary",src/content/articles/sv/pt/portuguese-date-night-vocabulary.mdx
57,sv,pt,7,phrases-list,romantic-portuguese-phrases-for-every-occasion,"Romantic Portuguese Phrases for Every Occasion",src/content/articles/sv/pt/romantic-portuguese-phrases-for-every-occasion.mdx
58,sv,pt,8,grammar-guide,portuguese-pronunciation-guide-for-beginners,"Portuguese Pronunciation Guide for Beginners",src/content/articles/sv/pt/portuguese-pronunciation-guide-for-beginners.mdx
59,sv,pt,9,grammar-guide,portuguese-grammar-basics-for-beginners,"Portuguese Grammar Basics for Beginners",src/content/articles/sv/pt/portuguese-grammar-basics-for-beginners.mdx
60,sv,pt,10,comparison,is-portuguese-hard-to-learn,"Is Portuguese Hard to Learn?",src/content/articles/sv/pt/is-portuguese-hard-to-learn.mdx
61,sv,nl,1,how-to-say,how-to-say-i-love-you-in-dutch,"How to Say I Love You in Dutch",src/content/articles/sv/nl/how-to-say-i-love-you-in-dutch.mdx
62,sv,nl,2,phrases-list,dutch-pet-names-for-your-partner,"Dutch Pet Names for Your Partner",src/content/articles/sv/nl/dutch-pet-names-for-your-partner.mdx
63,sv,nl,3,phrases-list,essential-dutch-phrases-for-couples,"Essential Dutch Phrases for Couples",src/content/articles/sv/nl/essential-dutch-phrases-for-couples.mdx
64,sv,nl,4,practical-guide,meeting-your-partners-dutch-family,"Meeting Your Partner's Dutch Family",src/content/articles/sv/nl/meeting-your-partners-dutch-family.mdx
65,sv,nl,5,phrases-list,dutch-greetings-and-farewells,"Dutch Greetings and Farewells",src/content/articles/sv/nl/dutch-greetings-and-farewells.mdx
66,sv,nl,6,phrases-list,dutch-date-night-vocabulary,"Dutch Date Night Vocabulary",src/content/articles/sv/nl/dutch-date-night-vocabulary.mdx
67,sv,nl,7,phrases-list,romantic-dutch-phrases-for-every-occasion,"Romantic Dutch Phrases for Every Occasion",src/content/articles/sv/nl/romantic-dutch-phrases-for-every-occasion.mdx
68,sv,nl,8,grammar-guide,dutch-pronunciation-guide-for-beginners,"Dutch Pronunciation Guide for Beginners",src/content/articles/sv/nl/dutch-pronunciation-guide-for-beginners.mdx
69,sv,nl,9,grammar-guide,dutch-grammar-basics-for-beginners,"Dutch Grammar Basics for Beginners",src/content/articles/sv/nl/dutch-grammar-basics-for-beginners.mdx
70,sv,nl,10,comparison,is-dutch-hard-to-learn,"Is Dutch Hard to Learn?",src/content/articles/sv/nl/is-dutch-hard-to-learn.mdx
71,sv,pl,1,how-to-say,how-to-say-i-love-you-in-polish,"How to Say I Love You in Polish",src/content/articles/sv/pl/how-to-say-i-love-you-in-polish.mdx
72,sv,pl,2,phrases-list,polish-pet-names-for-your-partner,"Polish Pet Names for Your Partner",src/content/articles/sv/pl/polish-pet-names-for-your-partner.mdx
73,sv,pl,3,phrases-list,essential-polish-phrases-for-couples,"Essential Polish Phrases for Couples",src/content/articles/sv/pl/essential-polish-phrases-for-couples.mdx
74,sv,pl,4,practical-guide,meeting-your-partners-polish-family,"Meeting Your Partner's Polish Family",src/content/articles/sv/pl/meeting-your-partners-polish-family.mdx
75,sv,pl,5,phrases-list,polish-greetings-and-farewells,"Polish Greetings and Farewells",src/content/articles/sv/pl/polish-greetings-and-farewells.mdx
76,sv,pl,6,phrases-list,polish-date-night-vocabulary,"Polish Date Night Vocabulary",src/content/articles/sv/pl/polish-date-night-vocabulary.mdx
77,sv,pl,7,phrases-list,romantic-polish-phrases-for-every-occasion,"Romantic Polish Phrases for Every Occasion",src/content/articles/sv/pl/romantic-polish-phrases-for-every-occasion.mdx
78,sv,pl,8,grammar-guide,polish-pronunciation-guide-for-beginners,"Polish Pronunciation Guide for Beginners",src/content/articles/sv/pl/polish-pronunciation-guide-for-beginners.mdx
79,sv,pl,9,grammar-guide,polish-grammar-basics-for-beginners,"Polish Grammar Basics for Beginners",src/content/articles/sv/pl/polish-grammar-basics-for-beginners.mdx
80,sv,pl,10,comparison,is-polish-hard-to-learn,"Is Polish Hard to Learn?",src/content/articles/sv/pl/is-polish-hard-to-learn.mdx
81,sv,ru,1,how-to-say,how-to-say-i-love-you-in-russian,"How to Say I Love You in Russian",src/content/articles/sv/ru/how-to-say-i-love-you-in-russian.mdx
82,sv,ru,2,phrases-list,russian-pet-names-for-your-partner,"Russian Pet Names for Your Partner",src/content/articles/sv/ru/russian-pet-names-for-your-partner.mdx
83,sv,ru,3,phrases-list,essential-russian-phrases-for-couples,"Essential Russian Phrases for Couples",src/content/articles/sv/ru/essential-russian-phrases-for-couples.mdx
84,sv,ru,4,practical-guide,meeting-your-partners-russian-family,"Meeting Your Partner's Russian Family",src/content/articles/sv/ru/meeting-your-partners-russian-family.mdx
85,sv,ru,5,phrases-list,russian-greetings-and-farewells,"Russian Greetings and Farewells",src/content/articles/sv/ru/russian-greetings-and-farewells.mdx
86,sv,ru,6,phrases-list,russian-date-night-vocabulary,"Russian Date Night Vocabulary",src/content/articles/sv/ru/russian-date-night-vocabulary.mdx
87,sv,ru,7,phrases-list,romantic-russian-phrases-for-every-occasion,"Romantic Russian Phrases for Every Occasion",src/content/articles/sv/ru/romantic-russian-phrases-for-every-occasion.mdx
88,sv,ru,8,grammar-guide,russian-pronunciation-guide-for-beginners,"Russian Pronunciation Guide for Beginners",src/content/articles/sv/ru/russian-pronunciation-guide-for-beginners.mdx
89,sv,ru,9,grammar-guide,russian-grammar-basics-for-beginners,"Russian Grammar Basics for Beginners",src/content/articles/sv/ru/russian-grammar-basics-for-beginners.mdx
90,sv,ru,10,comparison,is-russian-hard-to-learn,"Is Russian Hard to Learn?",src/content/articles/sv/ru/is-russian-hard-to-learn.mdx
91,sv,uk,1,how-to-say,how-to-say-i-love-you-in-ukrainian,"How to Say I Love You in Ukrainian",src/content/articles/sv/uk/how-to-say-i-love-you-in-ukrainian.mdx
92,sv,uk,2,phrases-list,ukrainian-pet-names-for-your-partner,"Ukrainian Pet Names for Your Partner",src/content/articles/sv/uk/ukrainian-pet-names-for-your-partner.mdx
93,sv,uk,3,phrases-list,essential-ukrainian-phrases-for-couples,"Essential Ukrainian Phrases for Couples",src/content/articles/sv/uk/essential-ukrainian-phrases-for-couples.mdx
94,sv,uk,4,practical-guide,meeting-your-partners-ukrainian-family,"Meeting Your Partner's Ukrainian Family",src/content/articles/sv/uk/meeting-your-partners-ukrainian-family.mdx
95,sv,uk,5,phrases-list,ukrainian-greetings-and-farewells,"Ukrainian Greetings and Farewells",src/content/articles/sv/uk/ukrainian-greetings-and-farewells.mdx
96,sv,uk,6,phrases-list,ukrainian-date-night-vocabulary,"Ukrainian Date Night Vocabulary",src/content/articles/sv/uk/ukrainian-date-night-vocabulary.mdx
97,sv,uk,7,phrases-list,romantic-ukrainian-phrases-for-every-occasion,"Romantic Ukrainian Phrases for Every Occasion",src/content/articles/sv/uk/romantic-ukrainian-phrases-for-every-occasion.mdx
98,sv,uk,8,grammar-guide,ukrainian-pronunciation-guide-for-beginners,"Ukrainian Pronunciation Guide for Beginners",src/content/articles/sv/uk/ukrainian-pronunciation-guide-for-beginners.mdx
99,sv,uk,9,grammar-guide,ukrainian-grammar-basics-for-beginners,"Ukrainian Grammar Basics for Beginners",src/content/articles/sv/uk/ukrainian-grammar-basics-for-beginners.mdx
100,sv,uk,10,comparison,is-ukrainian-hard-to-learn,"Is Ukrainian Hard to Learn?",src/content/articles/sv/uk/is-ukrainian-hard-to-learn.mdx
101,sv,tr,1,how-to-say,how-to-say-i-love-you-in-turkish,"How to Say I Love You in Turkish",src/content/articles/sv/tr/how-to-say-i-love-you-in-turkish.mdx
102,sv,tr,2,phrases-list,turkish-pet-names-for-your-partner,"Turkish Pet Names for Your Partner",src/content/articles/sv/tr/turkish-pet-names-for-your-partner.mdx
103,sv,tr,3,phrases-list,essential-turkish-phrases-for-couples,"Essential Turkish Phrases for Couples",src/content/articles/sv/tr/essential-turkish-phrases-for-couples.mdx
104,sv,tr,4,practical-guide,meeting-your-partners-turkish-family,"Meeting Your Partner's Turkish Family",src/content/articles/sv/tr/meeting-your-partners-turkish-family.mdx
105,sv,tr,5,phrases-list,turkish-greetings-and-farewells,"Turkish Greetings and Farewells",src/content/articles/sv/tr/turkish-greetings-and-farewells.mdx
106,sv,tr,6,phrases-list,turkish-date-night-vocabulary,"Turkish Date Night Vocabulary",src/content/articles/sv/tr/turkish-date-night-vocabulary.mdx
107,sv,tr,7,phrases-list,romantic-turkish-phrases-for-every-occasion,"Romantic Turkish Phrases for Every Occasion",src/content/articles/sv/tr/romantic-turkish-phrases-for-every-occasion.mdx
108,sv,tr,8,grammar-guide,turkish-pronunciation-guide-for-beginners,"Turkish Pronunciation Guide for Beginners",src/content/articles/sv/tr/turkish-pronunciation-guide-for-beginners.mdx
109,sv,tr,9,grammar-guide,turkish-grammar-basics-for-beginners,"Turkish Grammar Basics for Beginners",src/content/articles/sv/tr/turkish-grammar-basics-for-beginners.mdx
110,sv,tr,10,comparison,is-turkish-hard-to-learn,"Is Turkish Hard to Learn?",src/content/articles/sv/tr/is-turkish-hard-to-learn.mdx
111,sv,ro,1,how-to-say,how-to-say-i-love-you-in-romanian,"How to Say I Love You in Romanian",src/content/articles/sv/ro/how-to-say-i-love-you-in-romanian.mdx
112,sv,ro,2,phrases-list,romanian-pet-names-for-your-partner,"Romanian Pet Names for Your Partner",src/content/articles/sv/ro/romanian-pet-names-for-your-partner.mdx
113,sv,ro,3,phrases-list,essential-romanian-phrases-for-couples,"Essential Romanian Phrases for Couples",src/content/articles/sv/ro/essential-romanian-phrases-for-couples.mdx
114,sv,ro,4,practical-guide,meeting-your-partners-romanian-family,"Meeting Your Partner's Romanian Family",src/content/articles/sv/ro/meeting-your-partners-romanian-family.mdx
115,sv,ro,5,phrases-list,romanian-greetings-and-farewells,"Romanian Greetings and Farewells",src/content/articles/sv/ro/romanian-greetings-and-farewells.mdx
116,sv,ro,6,phrases-list,romanian-date-night-vocabulary,"Romanian Date Night Vocabulary",src/content/articles/sv/ro/romanian-date-night-vocabulary.mdx
117,sv,ro,7,phrases-list,romantic-romanian-phrases-for-every-occasion,"Romantic Romanian Phrases for Every Occasion",src/content/articles/sv/ro/romantic-romanian-phrases-for-every-occasion.mdx
118,sv,ro,8,grammar-guide,romanian-pronunciation-guide-for-beginners,"Romanian Pronunciation Guide for Beginners",src/content/articles/sv/ro/romanian-pronunciation-guide-for-beginners.mdx
119,sv,ro,9,grammar-guide,romanian-grammar-basics-for-beginners,"Romanian Grammar Basics for Beginners",src/content/articles/sv/ro/romanian-grammar-basics-for-beginners.mdx
120,sv,ro,10,comparison,is-romanian-hard-to-learn,"Is Romanian Hard to Learn?",src/content/articles/sv/ro/is-romanian-hard-to-learn.mdx
121,sv,no,1,how-to-say,how-to-say-i-love-you-in-norwegian,"How to Say I Love You in Norwegian",src/content/articles/sv/no/how-to-say-i-love-you-in-norwegian.mdx
122,sv,no,2,phrases-list,norwegian-pet-names-for-your-partner,"Norwegian Pet Names for Your Partner",src/content/articles/sv/no/norwegian-pet-names-for-your-partner.mdx
123,sv,no,3,phrases-list,essential-norwegian-phrases-for-couples,"Essential Norwegian Phrases for Couples",src/content/articles/sv/no/essential-norwegian-phrases-for-couples.mdx
124,sv,no,4,practical-guide,meeting-your-partners-norwegian-family,"Meeting Your Partner's Norwegian Family",src/content/articles/sv/no/meeting-your-partners-norwegian-family.mdx
125,sv,no,5,phrases-list,norwegian-greetings-and-farewells,"Norwegian Greetings and Farewells",src/content/articles/sv/no/norwegian-greetings-and-farewells.mdx
126,sv,no,6,phrases-list,norwegian-date-night-vocabulary,"Norwegian Date Night Vocabulary",src/content/articles/sv/no/norwegian-date-night-vocabulary.mdx
127,sv,no,7,phrases-list,romantic-norwegian-phrases-for-every-occasion,"Romantic Norwegian Phrases for Every Occasion",src/content/articles/sv/no/romantic-norwegian-phrases-for-every-occasion.mdx
128,sv,no,8,grammar-guide,norwegian-pronunciation-guide-for-beginners,"Norwegian Pronunciation Guide for Beginners",src/content/articles/sv/no/norwegian-pronunciation-guide-for-beginners.mdx
129,sv,no,9,grammar-guide,norwegian-grammar-basics-for-beginners,"Norwegian Grammar Basics for Beginners",src/content/articles/sv/no/norwegian-grammar-basics-for-beginners.mdx
130,sv,no,10,comparison,is-norwegian-hard-to-learn,"Is Norwegian Hard to Learn?",src/content/articles/sv/no/is-norwegian-hard-to-learn.mdx
131,sv,da,1,how-to-say,how-to-say-i-love-you-in-danish,"How to Say I Love You in Danish",src/content/articles/sv/da/how-to-say-i-love-you-in-danish.mdx
132,sv,da,2,phrases-list,danish-pet-names-for-your-partner,"Danish Pet Names for Your Partner",src/content/articles/sv/da/danish-pet-names-for-your-partner.mdx
133,sv,da,3,phrases-list,essential-danish-phrases-for-couples,"Essential Danish Phrases for Couples",src/content/articles/sv/da/essential-danish-phrases-for-couples.mdx
134,sv,da,4,practical-guide,meeting-your-partners-danish-family,"Meeting Your Partner's Danish Family",src/content/articles/sv/da/meeting-your-partners-danish-family.mdx
135,sv,da,5,phrases-list,danish-greetings-and-farewells,"Danish Greetings and Farewells",src/content/articles/sv/da/danish-greetings-and-farewells.mdx
136,sv,da,6,phrases-list,danish-date-night-vocabulary,"Danish Date Night Vocabulary",src/content/articles/sv/da/danish-date-night-vocabulary.mdx
137,sv,da,7,phrases-list,romantic-danish-phrases-for-every-occasion,"Romantic Danish Phrases for Every Occasion",src/content/articles/sv/da/romantic-danish-phrases-for-every-occasion.mdx
138,sv,da,8,grammar-guide,danish-pronunciation-guide-for-beginners,"Danish Pronunciation Guide for Beginners",src/content/articles/sv/da/danish-pronunciation-guide-for-beginners.mdx
139,sv,da,9,grammar-guide,danish-grammar-basics-for-beginners,"Danish Grammar Basics for Beginners",src/content/articles/sv/da/danish-grammar-basics-for-beginners.mdx
140,sv,da,10,comparison,is-danish-hard-to-learn,"Is Danish Hard to Learn?",src/content/articles/sv/da/is-danish-hard-to-learn.mdx
141,sv,cs,1,how-to-say,how-to-say-i-love-you-in-czech,"How to Say I Love You in Czech",src/content/articles/sv/cs/how-to-say-i-love-you-in-czech.mdx
142,sv,cs,2,phrases-list,czech-pet-names-for-your-partner,"Czech Pet Names for Your Partner",src/content/articles/sv/cs/czech-pet-names-for-your-partner.mdx
143,sv,cs,3,phrases-list,essential-czech-phrases-for-couples,"Essential Czech Phrases for Couples",src/content/articles/sv/cs/essential-czech-phrases-for-couples.mdx
144,sv,cs,4,practical-guide,meeting-your-partners-czech-family,"Meeting Your Partner's Czech Family",src/content/articles/sv/cs/meeting-your-partners-czech-family.mdx
145,sv,cs,5,phrases-list,czech-greetings-and-farewells,"Czech Greetings and Farewells",src/content/articles/sv/cs/czech-greetings-and-farewells.mdx
146,sv,cs,6,phrases-list,czech-date-night-vocabulary,"Czech Date Night Vocabulary",src/content/articles/sv/cs/czech-date-night-vocabulary.mdx
147,sv,cs,7,phrases-list,romantic-czech-phrases-for-every-occasion,"Romantic Czech Phrases for Every Occasion",src/content/articles/sv/cs/romantic-czech-phrases-for-every-occasion.mdx
148,sv,cs,8,grammar-guide,czech-pronunciation-guide-for-beginners,"Czech Pronunciation Guide for Beginners",src/content/articles/sv/cs/czech-pronunciation-guide-for-beginners.mdx
149,sv,cs,9,grammar-guide,czech-grammar-basics-for-beginners,"Czech Grammar Basics for Beginners",src/content/articles/sv/cs/czech-grammar-basics-for-beginners.mdx
150,sv,cs,10,comparison,is-czech-hard-to-learn,"Is Czech Hard to Learn?",src/content/articles/sv/cs/is-czech-hard-to-learn.mdx
151,sv,el,1,how-to-say,how-to-say-i-love-you-in-greek,"How to Say I Love You in Greek",src/content/articles/sv/el/how-to-say-i-love-you-in-greek.mdx
152,sv,el,2,phrases-list,greek-pet-names-for-your-partner,"Greek Pet Names for Your Partner",src/content/articles/sv/el/greek-pet-names-for-your-partner.mdx
153,sv,el,3,phrases-list,essential-greek-phrases-for-couples,"Essential Greek Phrases for Couples",src/content/articles/sv/el/essential-greek-phrases-for-couples.mdx
154,sv,el,4,practical-guide,meeting-your-partners-greek-family,"Meeting Your Partner's Greek Family",src/content/articles/sv/el/meeting-your-partners-greek-family.mdx
155,sv,el,5,phrases-list,greek-greetings-and-farewells,"Greek Greetings and Farewells",src/content/articles/sv/el/greek-greetings-and-farewells.mdx
156,sv,el,6,phrases-list,greek-date-night-vocabulary,"Greek Date Night Vocabulary",src/content/articles/sv/el/greek-date-night-vocabulary.mdx
157,sv,el,7,phrases-list,romantic-greek-phrases-for-every-occasion,"Romantic Greek Phrases for Every Occasion",src/content/articles/sv/el/romantic-greek-phrases-for-every-occasion.mdx
158,sv,el,8,grammar-guide,greek-pronunciation-guide-for-beginners,"Greek Pronunciation Guide for Beginners",src/content/articles/sv/el/greek-pronunciation-guide-for-beginners.mdx
159,sv,el,9,grammar-guide,greek-grammar-basics-for-beginners,"Greek Grammar Basics for Beginners",src/content/articles/sv/el/greek-grammar-basics-for-beginners.mdx
160,sv,el,10,comparison,is-greek-hard-to-learn,"Is Greek Hard to Learn?",src/content/articles/sv/el/is-greek-hard-to-learn.mdx
161,sv,hu,1,how-to-say,how-to-say-i-love-you-in-hungarian,"How to Say I Love You in Hungarian",src/content/articles/sv/hu/how-to-say-i-love-you-in-hungarian.mdx
162,sv,hu,2,phrases-list,hungarian-pet-names-for-your-partner,"Hungarian Pet Names for Your Partner",src/content/articles/sv/hu/hungarian-pet-names-for-your-partner.mdx
163,sv,hu,3,phrases-list,essential-hungarian-phrases-for-couples,"Essential Hungarian Phrases for Couples",src/content/articles/sv/hu/essential-hungarian-phrases-for-couples.mdx
164,sv,hu,4,practical-guide,meeting-your-partners-hungarian-family,"Meeting Your Partner's Hungarian Family",src/content/articles/sv/hu/meeting-your-partners-hungarian-family.mdx
165,sv,hu,5,phrases-list,hungarian-greetings-and-farewells,"Hungarian Greetings and Farewells",src/content/articles/sv/hu/hungarian-greetings-and-farewells.mdx
166,sv,hu,6,phrases-list,hungarian-date-night-vocabulary,"Hungarian Date Night Vocabulary",src/content/articles/sv/hu/hungarian-date-night-vocabulary.mdx
167,sv,hu,7,phrases-list,romantic-hungarian-phrases-for-every-occasion,"Romantic Hungarian Phrases for Every Occasion",src/content/articles/sv/hu/romantic-hungarian-phrases-for-every-occasion.mdx
168,sv,hu,8,grammar-guide,hungarian-pronunciation-guide-for-beginners,"Hungarian Pronunciation Guide for Beginners",src/content/articles/sv/hu/hungarian-pronunciation-guide-for-beginners.mdx
169,sv,hu,9,grammar-guide,hungarian-grammar-basics-for-beginners,"Hungarian Grammar Basics for Beginners",src/content/articles/sv/hu/hungarian-grammar-basics-for-beginners.mdx
170,sv,hu,10,comparison,is-hungarian-hard-to-learn,"Is Hungarian Hard to Learn?",src/content/articles/sv/hu/is-hungarian-hard-to-learn.mdx

=== no missing ===
1,no,en,1,how-to-say,how-to-say-i-love-you-in-english,"How to Say I Love You in English",src/content/articles/no/en/how-to-say-i-love-you-in-english.mdx
2,no,en,2,phrases-list,english-pet-names-for-your-partner,"English Pet Names for Your Partner",src/content/articles/no/en/english-pet-names-for-your-partner.mdx
3,no,en,3,phrases-list,essential-english-phrases-for-couples,"Essential English Phrases for Couples",src/content/articles/no/en/essential-english-phrases-for-couples.mdx
